ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00249,CUST-0104,2026-07-25 01:50,payment_failure,Checkout is broken,"Hello again, Our customers reach the payment page and then get an error. Hoping for a quick reply.",Medium,annoyed,1
TICK-00250,CUST-0148,2026-04-19 12:50,slow_performance,Search is crawling,This is unacceptable. Running a search takes almost a minute to return anything. We expect a reply today.,High,angry,2
TICK-00251,CUST-0014,2026-04-02 11:50,system_outage,Everything is down,This is now the third time I am writing. None of us can reach the platform at all. Please escalate this immediately.,Critical,angry,3
TICK-00252,CUST-0093,2026-08-09 16:50,how_to_question,How do I do this,This is now the third time I am writing. I cannot work out where to change the account settings. We are considering cancelling.,Low,angry,4
TICK-00253,CUST-0117,2026-03-14 10:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,1
TICK-00254,CUST-0140,2026-03-03 16:50,notification_failure,Alerts stopped,"Hello, We used to get a notification for every new entry and they have gone quiet. Many thanks.",Low,calm,2
TICK-00255,CUST-0170,2026-04-19 18:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. We are considering cancelling.,Low,angry,4
TICK-00256,CUST-0076,2026-07-25 01:50,account_lockout,Too many attempts message,We need this dealt with today. We are stuck on a lockout screen and the timer never clears. Please escalate this immediately.,Low,angry,5
TICK-00257,CUST-0020,2026-07-07 23:50,how_to_question,Question about permissions,"Hello, How do I give a colleague access without making them an admin. Many thanks.",Low,calm,1
TICK-00258,CUST-0125,2026-02-26 18:50,login_failure,Cannot sign in,"Good morning, The login page rejects our details even after a reset. Thanks for your help.",Medium,calm,2
TICK-00259,CUST-0030,2026-04-03 21:50,compliance_request,Retention policy question,"Hello, We need written confirmation of how long you keep our deleted records. No rush, whenever you get a chance.",Medium,calm,1
TICK-00260,CUST-0011,2026-04-22 16:50,payment_failure,Card declined for everyone,"Following up on this, Every transaction today has been rejected, including test cards. Hoping for a quick reply.",High,annoyed,3
TICK-00261,CUST-0050,2026-08-10 23:50,slow_performance,Slow since the update,This is now the third time I am writing. Everything has been sluggish since the change you made last week. We are considering cancelling.,High,angry,2
TICK-00262,CUST-0015,2026-07-05 02:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We expect a reply today.,Low,angry,2
TICK-00263,CUST-0065,2026-04-26 15:50,account_lockout,Account suspended without warning,"Hi there, We logged in this morning and the account is disabled. Many thanks.",Medium,calm,2
TICK-00264,CUST-0113,2026-06-26 22:50,payment_failure,Card declined for everyone,"Hi there, Every transaction today has been rejected, including test cards. Thanks for your help.",Critical,calm,2
TICK-00265,CUST-0187,2026-04-03 18:50,account_lockout,Locked out of our account,This is now the third time I am writing. We have been shut out and cannot get back in. We expect a reply today.,Critical,angry,3
TICK-00266,CUST-0187,2026-04-14 12:50,feature_request,Request for bulk actions,This is now the third time I am writing. Being able to select several rows at once would save us a lot of time. We expect a reply today.,High,angry,4
TICK-00267,CUST-0088,2026-04-05 21:50,payment_failure,Payments are not going through,"Following up on this, Card charges keep failing at the final step. Please could someone look at this.",High,annoyed,2
TICK-00268,CUST-0050,2026-02-25 11:50,data_loss,Deleted records we did not delete,"Following up on this, A folder of client files is gone and nobody on our side removed it. Hoping for a quick reply.",Critical,annoyed,3
TICK-00269,CUST-0168,2026-05-27 12:50,dashboard_bug,Dashboard display problem,"Following up on this, One of the charts is showing the wrong labels. This is holding us up.",Low,annoyed,1
TICK-00270,CUST-0004,2026-07-24 05:50,login_failure,Sign in loop,"Following up on this, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Low,annoyed,2
TICK-00271,CUST-0174,2026-06-16 20:50,billing_error,Double charged this month,"Hi, We have two identical charges on the same date. Please could someone look at this.",Low,annoyed,2
TICK-00272,CUST-0035,2026-08-12 20:50,payment_failure,Payments are not going through,"Hello again, Card charges keep failing at the final step. Please could someone look at this.",Critical,annoyed,2
TICK-00273,CUST-0164,2026-02-25 09:50,account_lockout,Locked out of our account,"Following up on this, We have been shut out and cannot get back in. Please could someone look at this.",Critical,annoyed,3
TICK-00274,CUST-0159,2026-07-27 22:50,billing_error,Still being billed after cancelling,This is now the third time I am writing. We cancelled last month and a payment has gone out again. Please escalate this immediately.,Critical,angry,3
TICK-00275,CUST-0054,2026-07-28 03:50,slow_performance,The platform is very slow,This is now the third time I am writing. Pages take around thirty seconds to load. We expect a reply today.,Low,angry,2
TICK-00276,CUST-0051,2026-03-27 05:50,feature_request,Feature suggestion,"Hi, It would help if we could sort the table by date. This is holding us up.",Medium,annoyed,5
TICK-00277,CUST-0117,2026-07-02 14:50,login_failure,Sign in loop,"Hi, It accepts my password then sends me straight back to the login screen. Hoping for a quick reply.",High,annoyed,2
TICK-00278,CUST-0076,2026-07-16 12:50,notification_failure,Notifications arriving late,We need this dealt with today. Alerts turn up about six hours after the thing happened. We are considering cancelling.,High,angry,6
TICK-00279,CUST-0064,2026-03-25 10:50,account_lockout,Locked out of our account,"Following up on this, We have been shut out and cannot get back in. Please could someone look at this.",Medium,annoyed,3
TICK-00280,CUST-0143,2026-07-15 01:50,feature_request,Request for bulk actions,"Hi, Being able to select several rows at once would save us a lot of time. This is holding us up.",Medium,annoyed,4
TICK-00281,CUST-0036,2026-07-21 21:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We are considering cancelling.,Medium,angry,3
TICK-00282,CUST-0148,2026-04-12 19:50,how_to_question,Where do I find my invoices,"Hello, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Low,calm,3
TICK-00283,CUST-0144,2026-06-04 10:50,dashboard_bug,Chart will not load,This is unacceptable. One panel stays blank no matter how many times I refresh. We expect a reply today.,Medium,angry,2
TICK-00284,CUST-0129,2026-04-11 09:50,slow_performance,Slow since the update,"Hello again, Everything has been sluggish since the change you made last week. Hoping for a quick reply.",Low,annoyed,2
TICK-00285,CUST-0179,2026-06-30 23:50,login_failure,Cannot sign in,"Hi there, The login page rejects our details even after a reset. No rush, whenever you get a chance.",Low,calm,1
TICK-00286,CUST-0086,2026-03-16 01:50,slow_performance,Slow since the update,"Following up on this, Everything has been sluggish since the change you made last week. This is holding us up.",High,annoyed,1
TICK-00287,CUST-0013,2026-06-13 19:50,login_failure,Team cannot log in,We need this dealt with today. Four of my colleagues are getting an invalid credentials message. Please escalate this immediately.,High,angry,2
TICK-00288,CUST-0095,2026-03-14 23:50,login_failure,Sign in loop,"Hello, It accepts my password then sends me straight back to the login screen. No rush, whenever you get a chance.",Medium,calm,3
TICK-00289,CUST-0040,2026-06-25 20:50,system_outage,Total outage,This is unacceptable. The site has been returning an error page for the last forty minutes. Please escalate this immediately.,Critical,angry,2
TICK-00290,CUST-0007,2026-02-16 08:50,billing_error,Still being billed after cancelling,"Good morning, We cancelled last month and a payment has gone out again. Thanks for your help.",Critical,calm,1
TICK-00291,CUST-0126,2026-03-22 01:50,api_failure,API timing out,This is unacceptable. Requests hang for thirty seconds and then fail. We are considering cancelling.,High,angry,2
TICK-00292,CUST-0190,2026-06-28 09:50,password_reset,Reset email not arriving,"Good morning, I have requested a new password four times and nothing comes through. No rush, whenever you get a chance.",Medium,calm,2
TICK-00293,CUST-0194,2026-06-29 07:50,billing_error,Still being billed after cancelling,This is unacceptable. We cancelled last month and a payment has gone out again. We expect a reply today.,Medium,angry,3
TICK-00294,CUST-0058,2026-05-08 20:50,data_loss,Deleted records we did not delete,"Hello again, A folder of client files is gone and nobody on our side removed it. Please could someone look at this.",Medium,annoyed,3
TICK-00295,CUST-0191,2026-04-09 15:50,billing_error,Double charged this month,"Following up on this, We have two identical charges on the same date. Please could someone look at this.",Critical,annoyed,3
TICK-00296,CUST-0093,2026-06-09 21:50,slow_performance,Slow since the update,"Hi, Everything has been sluggish since the change you made last week. This is holding us up.",Critical,annoyed,5
TICK-00297,CUST-0093,2026-03-27 09:50,payment_failure,Checkout is broken,This is unacceptable. Our customers reach the payment page and then get an error. Please escalate this immediately.,Critical,angry,6
TICK-00298,CUST-0030,2026-02-17 11:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. This is holding us up.",Medium,annoyed,2
TICK-00299,CUST-0059,2026-03-20 20:50,account_lockout,Locked out of our account,This is now the third time I am writing. We have been shut out and cannot get back in. Please escalate this immediately.,Medium,angry,2
TICK-00300,CUST-0003,2026-08-05 01:50,feature_request,Feature suggestion,We need this dealt with today. It would help if we could sort the table by date. Please escalate this immediately.,Medium,angry,1
TICK-00301,CUST-0157,2026-06-10 15:50,account_lockout,Locked out of our account,"Good morning, We have been shut out and cannot get back in. Thanks for your help.",Medium,calm,2
TICK-00302,CUST-0113,2026-05-29 08:50,dashboard_bug,Numbers do not match,This is now the third time I am writing. The total on the dashboard is different to the total in the report. We expect a reply today.,Low,angry,3
TICK-00303,CUST-0143,2026-03-16 12:50,dashboard_bug,Chart will not load,We need this dealt with today. One panel stays blank no matter how many times I refresh. Please escalate this immediately.,Medium,angry,5
TICK-00304,CUST-0004,2026-07-05 08:50,password_reset,New password not accepted,"Following up on this, I changed my password and now the new one is rejected. Please could someone look at this.",Low,annoyed,3
TICK-00305,CUST-0087,2026-05-13 20:50,data_export_failure,Corrupted export file,"Hello again, The file downloads but will not open in Excel. Hoping for a quick reply.",Critical,annoyed,2
TICK-00306,CUST-0032,2026-02-26 00:50,account_lockout,Too many attempts message,"Hi, We are stuck on a lockout screen and the timer never clears. Please could someone look at this.",High,annoyed,1
TICK-00307,CUST-0134,2026-04-19 18:50,feature_request,Request for bulk actions,"Good morning, Being able to select several rows at once would save us a lot of time. No rush, whenever you get a chance.",Low,calm,1
TICK-00308,CUST-0118,2026-03-21 00:50,data_loss,Deleted records we did not delete,"Hi, A folder of client files is gone and nobody on our side removed it. Hoping for a quick reply.",Medium,annoyed,2
TICK-00309,CUST-0130,2026-04-27 15:50,compliance_request,Retention policy question,"Hello again, We need written confirmation of how long you keep our deleted records. Hoping for a quick reply.",Medium,annoyed,2
TICK-00310,CUST-0092,2026-07-23 16:50,slow_performance,Search is crawling,"Good morning, Running a search takes almost a minute to return anything. Thanks for your help.",Low,calm,2
TICK-00311,CUST-0069,2026-07-12 16:50,security_incident,Unrecognised device on our account,"Hi there, We can see a session we did not start and cannot end it. No rush, whenever you get a chance.",High,calm,1
TICK-00312,CUST-0112,2026-07-29 19:50,data_export_failure,Export is broken,This is unacceptable. The CSV download stops halfway and the file is unusable. Please escalate this immediately.,Critical,angry,3
TICK-00313,CUST-0146,2026-05-04 16:50,how_to_question,Where do I find my invoices,"Hi there, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Low,calm,2
TICK-00314,CUST-0005,2026-05-15 14:50,notification_failure,Notifications arriving late,"Good morning, Alerts turn up about six hours after the thing happened. No rush, whenever you get a chance.",Low,calm,1
TICK-00315,CUST-0039,2026-05-15 22:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. Please escalate this immediately.",Medium,angry,3
TICK-00316,CUST-0080,2026-05-13 22:50,slow_performance,The platform is very slow,"Hi, Pages take around thirty seconds to load. Please could someone look at this.",Medium,annoyed,3
TICK-00317,CUST-0022,2026-07-15 05:50,api_failure,API timing out,"Good morning, Requests hang for thirty seconds and then fail. Many thanks.",Medium,calm,2
TICK-00318,CUST-0199,2026-04-03 22:50,password_reset,Reset email not arriving,This is unacceptable. I have requested a new password four times and nothing comes through. We expect a reply today.,Medium,angry,2
TICK-00319,CUST-0151,2026-05-22 22:50,compliance_request,Subject access request,This is unacceptable. A customer has asked for a copy of everything you hold on them. We expect a reply today.,Critical,angry,3
TICK-00320,CUST-0014,2026-04-13 04:50,dashboard_bug,Numbers do not match,"Following up on this, The total on the dashboard is different to the total in the report. This is holding us up.",Medium,annoyed,4
TICK-00321,CUST-0078,2026-04-28 18:50,payment_failure,Payments are not going through,"Hi there, Card charges keep failing at the final step. Many thanks.",Critical,calm,2
TICK-00322,CUST-0026,2026-04-25 12:50,how_to_question,Where do I find my invoices,"Good morning, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Low,calm,1
TICK-00323,CUST-0079,2026-03-27 23:50,api_failure,Authentication failing on API,"Hello, Our key worked yesterday and is now rejected on every call. Many thanks.",Medium,calm,1
TICK-00324,CUST-0107,2026-08-07 04:50,billing_error,Still being billed after cancelling,"Hello, We cancelled last month and a payment has gone out again. Thanks for your help.",Medium,calm,1
TICK-00325,CUST-0154,2026-02-16 13:50,account_lockout,Locked out of our account,"Hi, We have been shut out and cannot get back in. This is holding us up.",Low,annoyed,3
TICK-00326,CUST-0069,2026-06-11 09:50,account_lockout,Too many attempts message,"Hello, We are stuck on a lockout screen and the timer never clears. No rush, whenever you get a chance.",Medium,calm,2
TICK-00327,CUST-0176,2026-06-03 14:50,dashboard_bug,Chart will not load,"Hello again, One panel stays blank no matter how many times I refresh. This is holding us up.",Low,annoyed,2
TICK-00328,CUST-0121,2026-07-30 12:50,password_reset,New password not accepted,We need this dealt with today. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,1
TICK-00329,CUST-0011,2026-04-28 17:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,Low,angry,4
TICK-00330,CUST-0073,2026-06-19 17:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. Please escalate this immediately.,Low,angry,3
TICK-00331,CUST-0059,2026-03-17 08:50,login_failure,Cannot sign in,"Hello again, The login page rejects our details even after a reset. Please could someone look at this.",Medium,annoyed,3
TICK-00332,CUST-0073,2026-08-13 15:50,login_failure,Team cannot log in,This is now the third time I am writing. Four of my colleagues are getting an invalid credentials message. We expect a reply today.,High,angry,4
TICK-00333,CUST-0175,2026-03-10 22:50,payment_failure,Payments are not going through,This is now the third time I am writing. Card charges keep failing at the final step. We are considering cancelling.,Critical,angry,2
TICK-00334,CUST-0084,2026-05-10 11:50,password_reset,Password reset needed,"Hi, The reset link never arrives in my inbox. Please could someone look at this.",Medium,annoyed,1
TICK-00335,CUST-0198,2026-06-23 10:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,Medium,angry,3
TICK-00336,CUST-0132,2026-04-11 08:50,login_failure,Sign in loop,"Hi, It accepts my password then sends me straight back to the login screen. Hoping for a quick reply.",Critical,annoyed,3
TICK-00337,CUST-0127,2026-06-25 07:50,slow_performance,The platform is very slow,"Hi there, Pages take around thirty seconds to load. No rush, whenever you get a chance.",Medium,calm,1
TICK-00338,CUST-0131,2026-07-18 03:50,slow_performance,Search is crawling,"Hello again, Running a search takes almost a minute to return anything. Hoping for a quick reply.",Low,annoyed,2
TICK-00339,CUST-0077,2026-06-03 23:50,api_failure,API timing out,"Hello again, Requests hang for thirty seconds and then fail. Please could someone look at this.",High,annoyed,1
TICK-00340,CUST-0123,2026-04-13 21:50,slow_performance,Slow since the update,"Hello again, Everything has been sluggish since the change you made last week. Hoping for a quick reply.",Low,annoyed,1
TICK-00341,CUST-0167,2026-05-04 07:50,login_failure,Team cannot log in,This is now the third time I am writing. Four of my colleagues are getting an invalid credentials message. We are considering cancelling.,Medium,angry,2
TICK-00342,CUST-0116,2026-07-10 23:50,notification_failure,Not receiving emails,"Hello again, Alert emails are not arriving in any of our inboxes. Please could someone look at this.",Low,annoyed,2
TICK-00343,CUST-0132,2026-07-25 07:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. We expect a reply today.,Medium,angry,4
TICK-00344,CUST-0166,2026-03-18 11:50,api_failure,API returning errors,"Hi there, Our integration is getting 500 errors on most calls. No rush, whenever you get a chance.",High,calm,2
TICK-00345,CUST-0183,2026-06-05 07:50,billing_error,Double charged this month,This is unacceptable. We have two identical charges on the same date. We are considering cancelling.,Medium,angry,3
TICK-00346,CUST-0127,2026-06-16 09:50,account_lockout,Account suspended without warning,"Good morning, We logged in this morning and the account is disabled. Thanks for your help.",Medium,calm,2
TICK-00347,CUST-0091,2026-07-10 11:50,feature_request,Dark mode request,"Following up on this, Any chance of a dark theme, we work late most evenings. This is holding us up.",Low,annoyed,2
TICK-00348,CUST-0027,2026-05-07 07:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Please could someone look at this.",Low,annoyed,4
TICK-00349,CUST-0107,2026-05-16 05:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. We are considering cancelling.",Medium,angry,2
TICK-00350,CUST-0110,2026-03-16 23:50,slow_performance,Slow since the update,This is unacceptable. Everything has been sluggish since the change you made last week. We are considering cancelling.,Low,angry,3
TICK-00351,CUST-0010,2026-05-06 02:50,dashboard_bug,Chart will not load,We need this dealt with today. One panel stays blank no matter how many times I refresh. We expect a reply today.,High,angry,2
TICK-00352,CUST-0072,2026-03-17 02:50,password_reset,New password not accepted,"Hello, I changed my password and now the new one is rejected. Many thanks.",Low,calm,1
TICK-00353,CUST-0186,2026-04-30 11:50,dashboard_bug,Dashboard display problem,We need this dealt with today. One of the charts is showing the wrong labels. We expect a reply today.,High,angry,3
TICK-00354,CUST-0186,2026-04-16 01:50,slow_performance,Search is crawling,We need this dealt with today. Running a search takes almost a minute to return anything. We expect a reply today.,Medium,angry,4
TICK-00355,CUST-0191,2026-05-04 21:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. Please escalate this immediately.,High,angry,4
TICK-00356,CUST-0050,2026-07-24 19:50,how_to_question,Question about permissions,"Hello, How do I give a colleague access without making them an admin. Thanks for your help.",Low,calm,4
TICK-00357,CUST-0102,2026-03-25 17:50,how_to_question,Where do I find my invoices,This is unacceptable. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Low,angry,4
TICK-00358,CUST-0009,2026-07-04 18:50,feature_request,Dark mode request,"Hello again, Any chance of a dark theme, we work late most evenings. Please could someone look at this.",Low,annoyed,2
TICK-00359,CUST-0037,2026-03-01 04:50,login_failure,Sign in loop,"Hello, It accepts my password then sends me straight back to the login screen. Thanks for your help.",Medium,calm,3
TICK-00360,CUST-0122,2026-03-14 18:50,how_to_question,Question about permissions,"Hello again, How do I give a colleague access without making them an admin. This is holding us up.",High,annoyed,3
TICK-00361,CUST-0087,2026-08-06 13:50,integration_failure,Duplicate records from sync,This is now the third time I am writing. The sync is creating three copies of every record. We are considering cancelling.,Critical,angry,3
TICK-00362,CUST-0148,2026-06-14 16:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. We are considering cancelling.",Low,angry,4
TICK-00363,CUST-0083,2026-04-28 17:50,billing_error,Charged the wrong amount,This is unacceptable. The invoice does not match the plan we are on. We are considering cancelling.,Medium,angry,2
TICK-00364,CUST-0174,2026-04-27 19:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",High,annoyed,3
TICK-00365,CUST-0099,2026-03-28 22:50,password_reset,Password reset needed,"Hello again, The reset link never arrives in my inbox. Please could someone look at this.",Low,annoyed,4
TICK-00366,CUST-0033,2026-06-18 15:50,account_lockout,Locked out of our account,"Hello, We have been shut out and cannot get back in. No rush, whenever you get a chance.",Medium,calm,2
TICK-00367,CUST-0016,2026-06-03 10:50,password_reset,Reset email not arriving,This is unacceptable. I have requested a new password four times and nothing comes through. We expect a reply today.,Low,angry,3
TICK-00368,CUST-0032,2026-04-28 09:50,how_to_question,How do I do this,We need this dealt with today. I cannot work out where to change the account settings. We expect a reply today.,Low,angry,2
TICK-00369,CUST-0154,2026-08-11 18:50,api_failure,Authentication failing on API,"Hello again, Our key worked yesterday and is now rejected on every call. Please could someone look at this.",Critical,annoyed,4
TICK-00370,CUST-0172,2026-08-12 03:50,slow_performance,Search is crawling,This is unacceptable. Running a search takes almost a minute to return anything. We are considering cancelling.,High,angry,1
TICK-00371,CUST-0050,2026-08-02 11:50,payment_failure,Payments are not going through,"Hello again, Card charges keep failing at the final step. Hoping for a quick reply.",High,annoyed,5
TICK-00372,CUST-0129,2026-07-23 17:50,slow_performance,Slow since the update,We need this dealt with today. Everything has been sluggish since the change you made last week. We are considering cancelling.,Critical,angry,3
TICK-00373,CUST-0178,2026-07-28 08:50,dashboard_bug,Dashboard display problem,"Hello again, One of the charts is showing the wrong labels. This is holding us up.",Low,annoyed,1
TICK-00374,CUST-0185,2026-04-22 19:50,data_export_failure,Export is broken,"Hi there, The CSV download stops halfway and the file is unusable. Thanks for your help.",Medium,calm,1
TICK-00375,CUST-0085,2026-04-22 22:50,api_failure,API returning errors,"Good morning, Our integration is getting 500 errors on most calls. Many thanks.",High,calm,2
TICK-00376,CUST-0159,2026-07-23 20:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. Hoping for a quick reply.",Medium,annoyed,4
TICK-00377,CUST-0076,2026-03-13 06:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We are considering cancelling.,High,angry,7
TICK-00378,CUST-0050,2026-02-22 08:50,payment_failure,Card declined for everyone,"This is now the third time I am writing. Every transaction today has been rejected, including test cards. We expect a reply today.",High,angry,6
TICK-00379,CUST-0112,2026-03-07 18:50,slow_performance,Slow since the update,"Hi, Everything has been sluggish since the change you made last week. Please could someone look at this.",Medium,annoyed,4
TICK-00380,CUST-0144,2026-03-05 15:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Please could someone look at this.",Medium,annoyed,3
TICK-00381,CUST-0117,2026-05-28 10:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,3
TICK-00382,CUST-0103,2026-05-07 20:50,login_failure,Team cannot log in,"Hi, Four of my colleagues are getting an invalid credentials message. Please could someone look at this.",Critical,annoyed,3
TICK-00383,CUST-0185,2026-08-07 21:50,login_failure,Cannot sign in,"Hi there, The login page rejects our details even after a reset. Thanks for your help.",High,calm,2
TICK-00384,CUST-0044,2026-06-26 17:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We are considering cancelling.,Medium,angry,2
TICK-00385,CUST-0012,2026-05-11 10:50,feature_request,Request for bulk actions,This is now the third time I am writing. Being able to select several rows at once would save us a lot of time. We are considering cancelling.,Medium,angry,2
TICK-00386,CUST-0043,2026-04-27 04:50,slow_performance,Slow since the update,This is unacceptable. Everything has been sluggish since the change you made last week. We are considering cancelling.,High,angry,3
TICK-00387,CUST-0116,2026-05-20 03:50,how_to_question,Where do I find my invoices,"Hi, I have looked in settings and cannot see a billing history anywhere. Hoping for a quick reply.",Low,annoyed,3
TICK-00388,CUST-0110,2026-06-14 17:50,slow_performance,Search is crawling,"Hello again, Running a search takes almost a minute to return anything. Please could someone look at this.",Low,annoyed,4
TICK-00389,CUST-0026,2026-05-13 08:50,payment_failure,Checkout is broken,"Hello again, Our customers reach the payment page and then get an error. Hoping for a quick reply.",Critical,annoyed,2
TICK-00390,CUST-0104,2026-05-29 08:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. Hoping for a quick reply.",Critical,annoyed,2
TICK-00391,CUST-0022,2026-08-04 18:50,api_failure,API returning errors,This is unacceptable. Our integration is getting 500 errors on most calls. Please escalate this immediately.,Medium,angry,3
TICK-00392,CUST-0176,2026-06-28 13:50,feature_request,Feature suggestion,We need this dealt with today. It would help if we could sort the table by date. We are considering cancelling.,High,angry,3
TICK-00393,CUST-0101,2026-06-17 12:50,compliance_request,Retention policy question,"Hello again, We need written confirmation of how long you keep our deleted records. Please could someone look at this.",High,annoyed,2
TICK-00394,CUST-0053,2026-03-27 19:50,data_export_failure,Export is broken,"Hello, The CSV download stops halfway and the file is unusable. No rush, whenever you get a chance.",Critical,calm,2
TICK-00395,CUST-0111,2026-02-24 12:50,how_to_question,Question about permissions,"Following up on this, How do I give a colleague access without making them an admin. Please could someone look at this.",Low,annoyed,4
TICK-00396,CUST-0126,2026-05-05 12:50,slow_performance,Search is crawling,We need this dealt with today. Running a search takes almost a minute to return anything. We expect a reply today.,High,angry,3
TICK-00397,CUST-0047,2026-05-07 09:50,dashboard_bug,Numbers do not match,We need this dealt with today. The total on the dashboard is different to the total in the report. We expect a reply today.,Medium,angry,5
TICK-00398,CUST-0027,2026-08-05 22:50,slow_performance,Slow since the update,"Hi, Everything has been sluggish since the change you made last week. Hoping for a quick reply.",High,annoyed,5
TICK-00399,CUST-0030,2026-05-24 08:50,dashboard_bug,Dashboard display problem,This is now the third time I am writing. One of the charts is showing the wrong labels. We expect a reply today.,Medium,angry,3
TICK-00400,CUST-0190,2026-06-15 07:50,billing_error,Charged the wrong amount,This is unacceptable. The invoice does not match the plan we are on. Please escalate this immediately.,Low,angry,3
TICK-00401,CUST-0014,2026-07-14 20:50,notification_failure,Alerts stopped,"Hi, We used to get a notification for every new entry and they have gone quiet. Please could someone look at this.",Medium,annoyed,5
TICK-00402,CUST-0043,2026-06-11 08:50,dashboard_bug,Numbers do not match,We need this dealt with today. The total on the dashboard is different to the total in the report. We expect a reply today.,Low,angry,4
TICK-00403,CUST-0004,2026-04-11 02:50,billing_error,Charged the wrong amount,"Following up on this, The invoice does not match the plan we are on. Hoping for a quick reply.",Medium,annoyed,4
TICK-00404,CUST-0084,2026-06-16 04:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. Hoping for a quick reply.",Low,annoyed,2
TICK-00405,CUST-0060,2026-03-21 18:50,slow_performance,Search is crawling,"Hello, Running a search takes almost a minute to return anything. Many thanks.",High,calm,3
TICK-00406,CUST-0186,2026-02-18 06:50,notification_failure,Alerts stopped,We need this dealt with today. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,High,angry,5
TICK-00407,CUST-0171,2026-03-17 01:50,password_reset,New password not accepted,"Hello again, I changed my password and now the new one is rejected. Please could someone look at this.",High,annoyed,2
TICK-00408,CUST-0045,2026-04-30 17:50,notification_failure,Alerts stopped,We need this dealt with today. We used to get a notification for every new entry and they have gone quiet. Please escalate this immediately.,High,angry,2
TICK-00409,CUST-0124,2026-03-20 02:50,payment_failure,Checkout is broken,"Following up on this, Our customers reach the payment page and then get an error. This is holding us up.",Critical,annoyed,4
TICK-00410,CUST-0187,2026-04-23 07:50,login_failure,Team cannot log in,"Hello again, Four of my colleagues are getting an invalid credentials message. Please could someone look at this.",Critical,annoyed,5
TICK-00411,CUST-0102,2026-07-03 13:50,password_reset,Password reset needed,This is unacceptable. The reset link never arrives in my inbox. We are considering cancelling.,High,angry,5
TICK-00412,CUST-0177,2026-08-03 06:50,billing_error,Charged the wrong amount,"Hi, The invoice does not match the plan we are on. Hoping for a quick reply.",Low,annoyed,2
TICK-00413,CUST-0170,2026-07-18 14:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,Medium,angry,5
TICK-00414,CUST-0098,2026-04-19 11:50,notification_failure,Not receiving emails,"Hi, Alert emails are not arriving in any of our inboxes. This is holding us up.",Medium,annoyed,1
TICK-00415,CUST-0018,2026-06-12 10:50,feature_request,Feature suggestion,"Hi, It would help if we could sort the table by date. Hoping for a quick reply.",Medium,annoyed,2
TICK-00416,CUST-0047,2026-07-08 18:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,Low,angry,6
TICK-00417,CUST-0173,2026-07-12 23:50,feature_request,Dark mode request,"Good morning, Any chance of a dark theme, we work late most evenings. Thanks for your help.",Low,calm,2
TICK-00418,CUST-0087,2026-04-01 00:50,notification_failure,Not receiving emails,This is unacceptable. Alert emails are not arriving in any of our inboxes. We expect a reply today.,Medium,angry,4
TICK-00419,CUST-0036,2026-03-05 20:50,data_loss,Our records have disappeared,This is unacceptable. About three weeks of entries are missing from our workspace. Please escalate this immediately.,Medium,angry,4
